YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2014,1110 CROP PRODUCTION,"$848,014,339","$21,091,575","$1,454,753","$299,826","$1,754,579", 227 
2014,1111 OILSEED & GRAIN FARMING,"$285,339,413","$2,194,409","$152,071","$115,281","$267,352", 109 
2014,1112 VEGETABLE & MELON FARMING,"$13,349,755","$1,487,585","$102,271","$8,972","$111,243", 53 
2014,1113 FRUIT & TREE NUT FARMING,"$8,712,954","$2,282,116","$169,075","$1,464","$170,539", 47 
2014,"1114 GREENHOUSE, NURSERY, & FLORICULTURE PRODUCTION","$122,789,258","$43,036,078","$2,963,302","$113,118","$3,076,420", 214 
2014,1119 OTHER CROP FARMING,"$174,579,144","$5,088,380","$351,539","$35,346","$386,885", 76 
2014,1120 ANIMAL PRODUCTION,"$435,705,347","$1,911,494","$133,935","$171,279","$305,214", 91 
2014,1121 CATTLE RANCHING & FARMING,"$90,219,732","$337,005","$23,168","$75,942","$99,110", 58 
2014,1122 HOG & PIG FARMING,"$98,037,502","$1,242,925","$85,452","$3,976","$89,428", 24 
2014,1123 POULTRY & EGG PRODUCTION,"$43,682,953","$697,926","$50,147","$107,426","$157,573", 15 
2014,1124 SHEEP & GOAT FARMING,"$35,931","$11,051",$760,$0,$760, 13 
2014,1125 ANIMAL AQUACULTURE,"$1,394,204","$80,592","$5,541",$830,"$6,371", 8 
2014,1129 OTHER ANIMAL PRODUCTION,"$22,349,072","$2,411,185","$165,776","$2,245","$168,021", 150 
2014,1130 FORESTRY & LOGGING,"$4,950,581","$1,525,500","$104,880","$7,637","$112,517", 46 
2014,1131 TIMBER TRACT OPERATIONS,"$56,305","$8,423",$580,"$1,327","$1,907", 4 
2014,1132 FOREST NURSERIES & GATHERING OF FOREST PRODUCTS,"$1,945,374","$745,131","$51,229","$1,748","$52,977", 17 
2014,1133 LOGGING,"$49,080,264","$2,340,245","$160,893","$1,819","$162,712", 50 
2014,"1140 FISHING, HUNTING & TRAPPING","$3,904,653","$2,257,386","$155,194",$210,"$155,404", 19 
2014,1141 FISHING,"$22,216,851","$994,827","$68,906","$102,324","$171,230", 13 
2014,1142 HUNTING & TRAPPING,"$3,946,126","$2,025,354","$141,402","$4,251","$145,653", 37 
2014,1150 SUPPORT ACTIVITIES FOR AGRICULTURE & FORESTRY,"$769,856,933","$5,021,410","$345,219","$142,339","$487,558", 78 
2014,1151 SUPPORT ACTIVITIES FOR CROP PRODUCTION,"$932,027,718","$12,830,252","$911,173","$226,291","$1,137,464", 137 
2014,1152 SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,"$368,015,638","$4,789,557","$329,279","$86,623","$415,902", 96 
2014,1153 SUPPORT ACTIVITIES FOR FORESTRY,"$5,148,487","$4,594,565","$315,878","$2,646","$318,524", 23 
2014,2122 METAL ORE MINING,"$276,890,061","$3,642",$250,"$40,047,083","$40,047,333", 9 
2014,2123 NONMETALLIC MINERAL MINING & QUARRYING,"$381,278,437","$113,053,485","$7,772,431","$682,921","$8,455,352", 181 
2014,2131 SUPPORT ACTIVITIES FOR MINING,"$14,566,581","$1,024,226","$70,415","$214,090","$284,505", 15 
2014,2210 UTILITIES,"$351,285,357","$152,777,119","$10,589,917","$235,153","$10,825,070", 85 
2014,"2211 ELECTRIC POWER GENERATION, TRANSMISSION & DISTRIBUTION","$11,939,484,953","$4,002,365,985","$275,162,675","$10,181,466","$285,344,141", 127 
2014,2212 NATURAL GAS DISTRIBUTION,"$2,261,553,235","$590,500,409","$40,596,920","$2,183,457","$42,780,377", 54 
2014,"2213 WATER, SEWAGE & OTHER SYSTEMS","$321,406,056","$162,629,710","$11,184,240","$368,902","$11,553,142", 172 
2014,2360 CONSTRUCTION OF BUILDINGS,"$2,454,900,213","$52,378,025","$3,600,989","$3,138,125","$6,739,114", 853 
2014,2361 RESIDENTIAL BUILDING CONSTRUCTION,"$1,121,377,560","$28,233,895","$1,954,767","$1,172,344","$3,127,111", 856 
2014,2362 NONRESIDENTIAL BUILDING CONSTRUCTION,"$678,634,326","$23,737,696","$1,634,323","$2,840,098","$4,474,421", 278 
2014,2370 HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$1,243,112,158","$39,861,644","$2,740,495","$6,282,691","$9,023,186", 228 
2014,2371 UTILITY SYSTEM CONSTRUCTION,"$211,839,900","$42,723,719","$2,937,263","$645,023","$3,582,286", 118 
2014,2372 LAND SUBDIVISION,"$12,635,477","$3,743,965","$267,458","$1,009","$268,467", 14 
2014,"2373 HIGHWAY, STREET, & BRIDGE CONSTRUCTION","$253,940,217","$39,379,782","$2,707,362","$2,181,877","$4,889,239", 76 
2014,2379 OTHER HEAVY & CIVIL ENGINEERING CONSTRUCTION,"$86,390,266","$10,376,309","$713,374","$290,818","$1,004,192", 59 
2014,2380 SPECIALTY TRADE CONTRACTORS,"$4,200,095,726","$239,687,867","$16,478,537","$13,514,667","$29,993,204"," 2,235 "
2014,"2381 FOUNDATION, STRUCTURE, & BUILDING EXTERIOR CONTRACTORS","$452,242,048","$25,986,906","$1,786,593","$872,612","$2,659,205", 404 
2014,2382 BUILDING EQUIPMENT CONTRACTORS,"$1,557,579,435","$123,803,265","$8,511,504","$3,151,162","$11,662,666"," 1,252 "
2014,2383 BUILDING FINISHING CONTRACTORS,"$558,992,559","$47,404,731","$3,259,091","$2,934,951","$6,194,042", 646 
2014,2389 OTHER SPECIALTY TRADE CONTRACTORS,"$1,176,631,243","$151,435,052","$10,413,559","$4,923,071","$15,336,630", 947 
