periodyear,naicstitle,indcode,ownership,areaname,ownertitle,stfips,areatype,area,indlevel,pub_order,avgemp1,avgemp2,avgemp3,avgemp4,avg_estab1,avg_estab2,avg_estab3,avg_estab4,totwage1,totwage2,totwage3,totwage4,avgwkwage1,avgwkwage2,avgwkwage3,avgwkwage4,empYear,avg_estabYear,totwageYear,avgwkwageYear,gjg_total1,gjg_total2,gjg_total3,gjg_total4,gjg_totalYear,gjg_expanding1,gjg_expanding2,gjg_expanding3,gjg_expanding4,gjg_expandingYear,gjg_openings1,gjg_openings2,gjg_openings3,gjg_openings4,gjg_openingsYear,gjl_total1,gjl_total2,gjl_total3,gjl_total4,gjl_totalYear,gjl_contracting1,gjl_contracting2,gjl_contracting3,gjl_contracting4,gjl_contractingYear,gjl_closing1,gjl_closing2,gjl_closing3,gjl_closing4,gjl_closingYear,births_estabs1,births_estabs2,births_estabs3,births_estabs4,births_estabsYear,births_employ1,births_employ2,births_employ3,births_employ4,births_employYear,deaths_estabs1,deaths_estabs2,deaths_estabs3,deaths_estabs4,deaths_estabsYear,deaths_employ1,deaths_employ2,deaths_employ3,deaths_employ4,deaths_employYear,
"2018","Total, All Industries","000000","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","0","1",35980,37243,36681,37658,2711,2735,2756,2759,402190567,397327961,388774483,422386533,859,820,815,862,36891,2740,1610679544,839,1227,3495,1877,2096,2569,1029,2691,1716,1888,2091,198,804,161,208,478,2261,1786,2409,2277,2605,1887,1610,2190,1756,2057,374,176,219,521,548,34,39,33,25,93,137,158,100,70,374,45,23,999999,999999,999999,127,108,999999,999999,999999
"2018","Commercial and Institutional Building Construction","23622","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","5","10122323622 ",12,45,60,41,12,12,12,12,78027,383889,639554,481593,500,656,819,903,40,12,1583063,720,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
"2018","Farm and Garden Machinery and Equipment Merchant Wholesalers","42382","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","5","10214242382 ",231,238,239,229,22,22,22,22,3482620,3593928,3837955,3910013,1159,1161,1235,1313,234,22,14824516,1217,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
"2018","Farm Product Raw Material Merchant Wholesalers","4245","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","4","1021424245  ",405,425,423,426,47,47,46,47,8146197,6088243,5732717,6974336,1547,1101,1042,1259,420,47,26941493,1237,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
"2018","Farm Supplies Merchant Wholesalers","42491","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","5","10214242491 ",167,197,176,168,22,22,22,22,2124866,2548821,2032683,2503875,978,995,888,1146,177,22,9210245,1002,4,27,5,4,4,4,27,5,1,4,0,0,0,3,0,16,2,20,22,24,13,2,20,12,15,3,0,0,10,9,0,0,0,0,0,0,0,0,0,0,2,0,999999,999999,999999,2,0,999999,999999,999999
"2018","Farm Product Warehousing and Storage","49313","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","5","10214849313 ",21,19,19,,4,4,4,,227956,173820,183158,,835,703,741,,,,,,5,0,1,1,5,5,0,1,1,5,0,0,0,0,0,0,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,0,0,999999,999999,999999
"2017","Total, All Industries","000000","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","0","1",36166,37224,36565,37558,2643,2672,2686,2710,376520647,379321612,369997557,408554236,800,783,778,836,36878,2678,1534394052,799,1589,3403,1553,2359,2561,1298,2938,1405,2070,2031,291,465,148,289,530,2154,1844,2394,2311,2373,1887,1614,2192,1805,1807,267,230,202,506,566,37,36,31,39,112,115,113,88,160,406,32,52,32,36,114,135,151,97,115,466
"2017","Farm and Garden Machinery and Equipment Merchant Wholesalers","42382","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","5","10214242382 ",269,250,239,229,21,21,21,21,3565311,3502808,3542099,3764970,1019,1077,1140,1264,247,21,14375188,1125,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
"2017","Farm Product Raw Material Merchant Wholesalers","4245","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","4","1021424245  ",442,478,452,445,48,48,48,48,6009708,6184700,6289571,7492767,1045,995,1070,1295,454,48,25976746,1101,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
"2017","Farm Supplies Merchant Wholesalers","42491","00","EDR  1 - Northwest              ","Total, All Ownerships                   ","27","08","R01000","5","10214242491 ",184,229,197,189,22,22,22,22,2111481,2415757,2076173,2574475,882,811,810,1047,200,22,9177886,888,6,44,2,10,8,6,44,2,8,8,0,0,0,2,0,47,6,25,28,52,22,4,23,28,26,25,2,2,0,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,25,1,0,0,26
